Any / Año;Codi_província / Código_provincia;Província / Provincia;Codi_municipi / Código_municipio;Municipi / Municipio;Registre / Registro;Centre / Centro;Codi_tipus_centre / Código_tipo_centro;Tipus_centre / Tipo_centro;Codi_dependència_funcional / Código_dependéncia_funcional;Dependència_funcional / Dependencia_funcional;Codi_règim / Código_régimen;Règim /Régimen;Adreça / Dirección
2021;3 ;ALICANTE;950;ONDARA;13734;SERVICIO DE PSICOLOGÍA DOMICILIARIA ESTHER ESCRIVÁ MONZÓ;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE SANT JAUME  68 2º
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;13735;CEPSCAM PSICÓLOGOS;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;AVDA MAISONNAVE  33 PT.4 2º A
2021;3 ;ALICANTE;310;BENIDORM;13736;ASOCIACIÓN DE FAMILIARES Y PERSONAS CON ENFERMEDAD MENTAL MARINA BAIXA (AFEM MARINA BAIXA);C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;20;PRIVADOS;PRI;PRIVADO;CALLE D. JUAN ANTONIO BALDOVI  5
2021;46;VALENCIA;207;RAFELBUÑOL/RAFELBUNYOL;14332;PILAR PIQUER - PSICOLOGÍA A DOMICILIO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE INFANTA ELENA 18 B
2021;46;VALENCIA;131;GANDIA;14333;DESAMPARADOS PICORNELL - PSICOLOGÍA A DOMICILIO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE MADRID  7 9
2021;12;CASTELLÓN;400;CASTELLÓ DE LA PLANA;14334;CILDADENT;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE SARRATELLA 7 BAJO
2021;46;VALENCIA;250;VALÈNCIA;14335;ALOMA: PSICOLOGÍA E INTERVENCIÓN FAMILIAR;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;AVDA BLASCO IBAÑEZ 107 4
2021;46;VALENCIA;250;VALÈNCIA;14336;CENTRO DE PSICOLOGÍA FERNANDO BELTRÁN IBIZA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE SAN JACINTO CASTAÑEDA 5 3
2021;3 ;ALICANTE;150;ALMORADI;14337;SERVICIO DE PSICOLOGÍA DOMICILIARIA CARMEN RODRÍGUEZ MONTESINOS;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE MANUEL BIRLANGA 45
2021;46;VALENCIA;131;GANDIA;14338;MAXILA CLÍNICA DENTAL;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE CLOT DE LA MOTA (DEL)  10 BAJO
2021;46;VALENCIA;250;VALÈNCIA;14339;NACHO PERIS PODOLOGÍA Y BIOMECÁNICA;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE MATIAS PERELLO 60 1,B0,02
2021;3 ;ALICANTE;140;VILLENA;14340;SERVICIO DE PSICOLOGÍA DOMICILIARIA VILLENA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE TENIENTE HERNANDEZ MENOR 7 4º
2021;3 ;ALICANTE;900;ALCOY/ALCOI;14341;SERVICIO DE PSICOLOGÍA DOMICILIARIA SONSOLES MUÑOZ MONLLOR;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE SANT LLORENÇ  4 4º F
2021;46;VALENCIA;250;VALÈNCIA;14342;CENTRO CLÍNICO DE PSICOLOGÍA BELÉN ROSELLÓ;C.2.4;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE CONVENTO DE SAN FRANCISCO 8 E-9
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;14343;SERVICIO DE PSICOLOGÍA DOMICILIARIA MERCEDES IZQUIERDO CASTELLANOS;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE PADRE R. DE LOS RIOS  44 BLQ.5, 7ºC
2021;3 ;ALICANTE;990;ORIHUELA;14344;SERVICIO DE PSICOLOGÍA DOMICILIARIA PURIFICACIÓN TORRECILLAS LAJARÍN;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE CADIZ 13  URB. MONTEPINAR
2021;46;VALENCIA;250;VALÈNCIA;14345;MINDFULNESS CENTRO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;AVDA OEST 26 59ª
2021;3 ;ALICANTE;101;PEDREGUER;14346;SERVICIO DE PSICOLOGÍA DOMICILIARIA CLARA ISABEL FERRER MEDINA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE SALAMANCA  48 1º
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;14347;SERVICIO DE PSICOLOGÍA DOMICILIARIA CECILIA RIERA LLORCA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE PROCION 37 1º C
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;14348;SERVICIO DE PSICOLOGÍA DOMICILIARIA Mª CRISTINA LOMO CARASA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE GRAVINA 4 7º A
2021;3 ;ALICANTE;122;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;14349;SERVICIO DE PSICOLOGÍA DOMICILIARIA SUSANA SARRIAS GÓMEZ;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE MENDEZ NUÑEZ 26 BAJO B
2021;3 ;ALICANTE;121;SANTA POLA;14350;SERVICIO DE PSICOLOGÍA DOMICILIARIA Mª ÁNGELES GUIRAU VALERO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE ALCOY 12 5º - C
2021;3 ;ALICANTE;650;ELCHE/ELX;14351;SERVICIO DE PSICOLOGÍA DOMICILIARIA LORENA JIMÉNEZ ROMERO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE DOSITEO CLIMENT MATEU  20 1º
2021;3 ;ALICANTE;140;VILLENA;14352;SERVICIO PSICOLOGÍA DOMICILIARIA Mª AMPARO GÓMEZ CAMARASA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;AVDA CONSTITUCION 146 2º E
2021;3 ;ALICANTE;180;ALTEA;14353;SERVICIO DE PSICOLOGÍA DOMICILIARIA BEATRIZ MAYOR MUÑOZ;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE PINTORS  28 2º D
2021;3 ;ALICANTE;180;ALTEA;14354;SERVICIO DE PSICOLOGÍA DOMICILIARIA VANESA TAMAYO GARCÍA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE MAR (LA)  197 4º D
2021;46;VALENCIA;250;VALÈNCIA;14355;CLÍNICA DENTAL DR. ANTONIO ARISTIZÁBAL MORA;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;AVDA CID  80 BAJO
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;14356;CONSULTA DE PSICOLOGÍA ROSARIO LEÓN RUIZ;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE CARLOTA PASARON  36 BAJO A
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;14357;SERVICIO DE PSICOLOGÍA DOMICILIARIA MERCEDES LLORCA GIL;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE ELDA  28 ÁTICO
2021;46;VALENCIA;110;XIRIVELLA;14358;MIGUEL PÉREZ - PSICOLOGÍA A DOMICILIO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE MUSIC JOSE ROCA  2 ESC.A, 10
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;14359;C.E.D.O.S.;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE SAN VICENTE 55 3º A
2021;46;VALENCIA;214;RIBA-ROJA DE TURIA;14360;MARÍA JESÚS BARRANCO LACOMBA PSICOLOGÍA A DOMICILIO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE 202 URB ENTRE NARANJOS 3
2021;3 ;ALICANTE;990;ORIHUELA;14361;CLÍNICA DENTAL LA MURADA;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;AVDA MARQUES DE LACY 51
2021;46;VALENCIA;100;ADEMUZ;14362;ATENCIÓN PSICOLÓGICA DOMICILIARIA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE BLANCO 5
2021;46;VALENCIA;230;SILLA;14363;PATRICIA PERPINYÁ - FISIOTERAPIA I RECUPERACIÓ FUNCIONAL;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;PLAZA MERCAT NOU 6 BAIX
2021;3 ;ALICANTE;650;ELCHE/ELX;14364;ALBERTO MORAGRIEGA. PSICOLOGÍA CLÍNICA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE JOSE SANCHEZ SAEZ 40 2-2
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;14365;SERVICIO DE PSICOLOGÍA DOMICILIARIA LINA ARACIL PÉREZ;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE NADADORA CARMEN SOTO  2 ESC.7,1ºA
2021;3 ;ALICANTE;500;CAMPELLO (EL);14366;SERVICIO DE PSICOLOGÍA DOMICILIARIA ANA LLOPIS GOMIZ;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE SANT PERE  42 2º C
2021;46;VALENCIA;202;POBLA DE VALLBONA (LA);14927;VERÓNICA GHIARA PICÓ;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;AVDA DE LES MAGNOLIES 4A 20
2021;46;VALENCIA;169;MISLATA;14928;MARÍA ÁNGELES ARANDA MATEO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;PASEO CLARA CAMPOAMOR 6 42
2021;46;VALENCIA;250;VALÈNCIA;14929;ESTHER PÉREZ MARTÍN;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;AVDA PEREZ GALDOS 95 86
2021;46;VALENCIA;250;VALÈNCIA;14930;JULIO LÓPEZ GARCÍA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;AVDA TRES CRUCES 79 14
2021;46;VALENCIA;244;TORRENT;14931;DEPILASSER TORRENT, S.L.;C.2.1;CONSULTAS MÉDICAS;20;PRIVADOS;PRI;PRIVADO;AVDA AL VEDAT  101 B ENT 5
2021;46;VALENCIA;250;VALÈNCIA;14932;ASOCIACIÓN CAVAS;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE CONVENTO SANTA CLARA 12 11
2021;46;VALENCIA;310;ALGINET;14933;EVA MARÍA ALEPUZ MACHI. PSICOLOGÍA GENERAL SANITARIA A DOMICILIO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE VENERABLE BEFERULL 2
2021;46;VALENCIA;164;MASSAMAGRELL;14934;PUNTO DE ATENCIÓN CONTINUADA MASSAMAGRELL (P.A.C.);C.2.5.90.5;CENTRO/SERVICIO DE URGENCIAS Y EMERGENCIAS;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE METGE MIGUEL SERVET  25
2021;46;VALENCIA;540;BENETUSSER;14935;BELÉN GALVÁN GONZÁLEZ PSICOLOGÍA A DOMICILIO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE PINTOR SOROLLA  23 B DCHA
2021;46;VALENCIA;223;SEDAVI;14936;ELIZABETH REDONDO VALERA PSICOLOGÍA A DOMICILIO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;AVDA DE MADRID  6 25
2021;46;VALENCIA;171;MONCADA;14937;SILVIA SANTOS LLEONART, PSICOLOGÍA A DOMICILIO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE ISABEL LA CATOLICA  2
2021;46;VALENCIA;190;PATERNA;14938;MARÍA JOSÉ ALFONSO MONRABAL;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE JOAN BAPTISTA DE LA SALLE  7 BAJO
2021;46;VALENCIA;164;MASSAMAGRELL;14939;ROSA MARÍA ABAD CERDÁ;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE DE LA COVA  2
2021;46;VALENCIA;223;SEDAVI;14940;CRISTINA MATA GÓMEZ;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE DEL MIG  61 B
2021;46;VALENCIA;250;VALÈNCIA;14941;CONSULTA DE PSICOLOGÍA CLÍNICA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE CISCAR 55 9
2021;46;VALENCIA;205;PUÇOL;14942;JUDIT RUBIO MARTÍNEZ. PSICOLOGÍA GENERAL SANITARIA A DOMICILIO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE ASSALID DE GUDAL  5 3
2021;46;VALENCIA;250;VALÈNCIA;14943;P.O. CLINIC;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE MAURO GUILLEN  6 BJ - DCHA
2021;46;VALENCIA;250;VALÈNCIA;14944;CENTRO MÉDICO JOSÉ ÁNGEL GONZÁLEZ PÉREZ;C.2.1;CONSULTAS MÉDICAS;20;PRIVADOS;PRI;PRIVADO;AVDA PRIMADO REIG 96 24
2021;46;VALENCIA;250;VALÈNCIA;14945;CENTRO DE PSICOLOGÍA EMMA NAVARRO DE PALENCIA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;GV FERNANDO EL CATOLICO 5 3
2021;46;VALENCIA;257;VILLANUEVA DE CASTELLON;14946;JUAN RAFAEL MARTORELL BENAVENT;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE MAR (DEL)  60
2021;46;VALENCIA;250;VALÈNCIA;14947;PSICOLOGÍA A DOMICILIO PILAR FERNANDA BUSTOS;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE REINA DOÑA MARIA 4 7
2021;46;VALENCIA;250;VALÈNCIA;14948;GLORIA SEMPERE FIGUÉREZ;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE GUARDIA CIVIL 4 37
2021;46;VALENCIA;190;PATERNA;14949;MARÍA ELENA DÍAZ SIMARRO. PSICOLOGÍA GENERAL SANITARIA A DOMICILIO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE 317  9 LA CAÑADA
2021;46;VALENCIA;830;CARCAIXENT;14950;OMAR RUBÉN TORMO ALBELDA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE BARONESSA SANTA BARBARA, DE LA  21 3, 6
2021;46;VALENCIA;205;PUÇOL;14951;ANA IBÁÑEZ ARCAS. PSICOLOGÍA GENERAL SANITARIA A DOMICILIO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE CARLES SALVADOR  25 6
2021;46;VALENCIA;250;VALÈNCIA;14952;Mª DESAMPARADOS REIG DOÑATE;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE RUBEN DARIO 16 19
2021;46;VALENCIA;250;VALÈNCIA;14953;CENTRO SANITARIO DE PREVENCIÓN DE RIESGOS LABORALES DE SPASS PREVENCIÓN;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;20;PRIVADOS;PRI;PRIVADO;CALLE FRANCESC LLOSA I VIGUER  1
2021;3 ;ALICANTE;990;ORIHUELA;14954;SERVICIO DE PSICOLOGÍA DOMICILIARIA ESTEFANÍA LOZANO FABREGAT;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE EXTREMADURA 2 1º C
2021;46;VALENCIA;202;POBLA DE VALLBONA (LA);14955;LAURA MARTÍN - PORTUGUÉS CASTRO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE DISEMINADO MONTECOLORADO  32 7
2021;3 ;ALICANTE;133;TORREVIEJA;14956;CENTRO CRECE TORREVIEJA;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE BAZAN 88 BAJO
2021;46;VALENCIA;250;VALÈNCIA;14957;ANA BARRIOS AROCAS PSICÓLOGA A DOMICILIO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE CORDOBA 13 12
2021;46;VALENCIA;250;VALÈNCIA;14958;VIOLETA POYATO SALA (PSICOLOGÍA DOMICILIARIA);C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE MOTILLA DEL PALANCAR 4 4
2021;46;VALENCIA;177;MUSEROS;14959;CENTRO DE PSICOLOGÍA ANA BELÉN ALCÓN;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;AVDA CRUZ DE (LA) 20 - BAJO
2021;46;VALENCIA;250;VALÈNCIA;14960;PILAR MARÍA CARRERA AROCAS;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE JOSE MARIA HARO (MAGISTRAT) 59 52
2021;46;VALENCIA;170;ALZIRA;14961;CLÍNICA AGUSTÍN LLOPIS;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE CORREUS  6 2
2021;46;VALENCIA;250;VALÈNCIA;14962;SUSANA CASTELLÓ ROS;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE NAVARRO CABANES 4 14
2021;46;VALENCIA;250;VALÈNCIA;14963;SARA QUEVEDO GARCÍA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE CAVITE 21 7
2021;46;VALENCIA;250;VALÈNCIA;17824;CLÍNICA DE FISIOTERAPIA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;AVDA PEREZ GALDOS 7 23
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;17825;NIEVES GARCÍA MIRA;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE REYES CATOLICOS 20  ESCALERA B, ENTRESUELO
2021;3 ;ALICANTE;930;NOVELDA;17826;CENTRO DE FISIOTERAPIA ÁLVAREZ;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE COVADONGA 27 BAJO
2021;3 ;ALICANTE;109;RAFAL;17828;CLÍNICA DENTAL DRA. MARI CARMEN PELEGRIN;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE MARQUES DE VALDESEVILLA 24
2021;3 ;ALICANTE;650;ELCHE/ELX;17830;CLÍNICA DE FISIOTERAPIA Y REHABILITACIÓN DEPORTIVA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;PLAZA OBISPO SIURI 13 ENTLO. 2
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;17831;INICIA SARABIA, S.L.;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE PINTOR CABRERA 26 1º K
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;17832;CLÍNICA DRA. GARCÍA MONLEÓN;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;AVDA HISTORIADOR VICENTE RAMOS 28 L. 21
2021;46;VALENCIA;250;VALÈNCIA;17833;CENTRE DE FISIOTERAPIA BORJA ORTEGA;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE PINTOR MANUEL SIGUENZA 3 BJ
2021;46;VALENCIA;700;BETERA;17836;POLICLÍNICA MAS CAMARENA;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE SECTOR ESMERALDA  7  CENTRO COMERCIAL MAS CAMARENA LOCAL 9 Y 10
2021;12;CASTELLÓN;135;VILA-REAL;17837;ROOTS;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;AVDA PIUS XII 17  -BAJO
2021;12;CASTELLÓN;400;CASTELLÓ DE LA PLANA;17838;FISIOTERAPIA CLARA TORRES;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE LAGASCA 12  -BAJO
2021;12;CASTELLÓN;400;CASTELLÓ DE LA PLANA;17839;FISIOTERAPIA MIREIA MARTÍ;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE LAGASCA 12  -BAJO
2021;3 ;ALICANTE;650;ELCHE/ELX;17840;PEQUELX. CENTRO DE NEURODESARROLLO INFANTIL;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;3;OTRAS ENTIDADES U ORGANISMOS PÚBLICOS DE DEPENDENCIA ESTATAL;PUB;PÚBLICO;CALLE BLAS VALERO 51
2021;46;VALENCIA;250;VALÈNCIA;17843;ZENSYA;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE POBLA DE FARNALS 27 BJ-IZQ.
2021;46;VALENCIA;780;BURJASSOT;17844;CLÍNICA DENTAL BELBER;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;AVDA PI Y MARGALL 39 BAJO
2021;3 ;ALICANTE;650;ELCHE/ELX;17845;SOLOPTICAL L'ALJUB;E.3;ÓPTICAS;20;PRIVADOS;PRI;PRIVADO;CALLE ALJUB 7 LOCAL B5/6
2021;46;VALENCIA;290;ALGEMESI;17846;CRISTINA BORRÁS FISIOTERAPEUTA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE MOSSEN BLANCH 3 ENTLO IZQ
2021;46;VALENCIA;135;GODELLA;17848;CENTRO DE ESPECIALIDADES ÓPTICAS VIKY REIG;E.3;ÓPTICAS;20;PRIVADOS;PRI;PRIVADO;AVDA PESET ALEIXANDRE 11
2021;46;VALENCIA;250;VALÈNCIA;17849;CORPORE SANO FISIOTERAPIA;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;AVDA AUSIAS MARCH 9 BAJO IZDA.
2021;46;VALENCIA;250;VALÈNCIA;17850;CONSULTA PODOLÓGICA MARIBEL VIDAL TOMÁS;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;GV RAMON Y CAJAL 37 28
2021;46;VALENCIA;131;GANDIA;17851;DENTIX;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;RCDA PARE LEANDRO CALVO 12
2021;46;VALENCIA;250;VALÈNCIA;17852;PATRICIA TOMÁS TOMÁS;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE REINA 26 2B
2021;46;VALENCIA;700;ALBAL;17854;PATRICIA BLASCO ÒPTICS;E.3;ÓPTICAS;20;PRIVADOS;PRI;PRIVADO;CALLE SEÑERA 3 BAJO
2021;3 ;ALICANTE;150;ALMORADI;17855;ÓPTICA ÓPTIMA;E.5;ESTABLECIMIENTOS DE AUDIOPRÓTESIS;20;PRIVADOS;PRI;PRIVADO;CALLE LUIS BUÑUEL 3 LOCAL  2
2021;46;VALENCIA;350;ALMUSSAFES;17856;FISIOTERAPIA SALVA SANTACRUZ;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE SANT BERTOMEU 1 BAJO
2021;12;CASTELLÓN;138;VINAROS;17857;CENTRO DE REHABILITACION DEL LENGUAJE ORTOFON, S.L.;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE ARCIPRESTE BONO 22  ECL 1-PLANTA BAJA-PTA 3
2021;12;CASTELLÓN;400;CASTELLÓ DE LA PLANA;17858;CENTRO DE REHABILITACIÓN DEL LENGUAJE ORTOFON, S.L.;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE MONCOFAR 5  - GRUPO RAFALAFENA, BLOQUE K, E1
2021;12;CASTELLÓN;820;NULES;17859;CENTRO DE REHABILITACIÓN DEL LENGUAJE ORTOFON, S.L.;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE MARCO ANTONIO ORTI 3  3º
